,Местное время,T,meteostation
503112,2018-08-28 08:00:00,8.8,Бисер
503120,2018-08-27 08:00:00,6.7,Бисер
503128,2018-08-26 08:00:00,12.0,Бисер
503136,2018-08-25 08:00:00,10.7,Бисер
503144,2018-08-24 08:00:00,7.2,Бисер
503152,2018-08-23 08:00:00,9.6,Бисер
503160,2018-08-22 08:00:00,10.8,Бисер
503168,2018-08-21 08:00:00,10.8,Бисер
503176,2018-08-20 08:00:00,7.6,Бисер
503184,2018-08-19 08:00:00,7.9,Бисер
503192,2018-08-18 08:00:00,8.1,Бисер
503200,2018-08-17 08:00:00,10.6,Бисер
503208,2018-08-16 08:00:00,11.0,Бисер
503216,2018-08-15 08:00:00,12.9,Бисер
503224,2018-08-14 08:00:00,14.5,Бисер
503232,2018-08-13 08:00:00,16.0,Бисер
503240,2018-08-12 08:00:00,11.9,Бисер
503248,2018-08-11 08:00:00,15.1,Бисер
503256,2018-08-10 08:00:00,10.9,Бисер
503264,2018-08-09 08:00:00,8.3,Бисер
503272,2018-08-08 08:00:00,14.0,Бисер
503280,2018-08-07 08:00:00,14.6,Бисер
503288,2018-08-06 08:00:00,11.1,Бисер
503296,2018-08-05 08:00:00,9.0,Бисер
503304,2018-08-04 08:00:00,6.7,Бисер
503312,2018-08-03 08:00:00,14.8,Бисер
503320,2018-08-02 08:00:00,12.5,Бисер
503328,2018-08-01 08:00:00,16.1,Бисер
503336,2018-07-31 08:00:00,16.2,Бисер
503344,2018-07-30 08:00:00,11.2,Бисер
503352,2018-07-29 08:00:00,10.7,Бисер
503360,2018-07-28 08:00:00,18.4,Бисер
503368,2018-07-27 08:00:00,21.3,Бисер
503376,2018-07-26 08:00:00,19.0,Бисер
503384,2018-07-25 08:00:00,20.5,Бисер
503392,2018-07-24 08:00:00,19.8,Бисер
503400,2018-07-23 08:00:00,15.8,Бисер
503408,2018-07-22 08:00:00,14.2,Бисер
503416,2018-07-21 08:00:00,14.4,Бисер
503424,2018-07-20 08:00:00,16.1,Бисер
503432,2018-07-19 08:00:00,17.0,Бисер
503440,2018-07-18 08:00:00,19.1,Бисер
503448,2018-07-17 08:00:00,18.6,Бисер
503456,2018-07-16 08:00:00,21.0,Бисер
503464,2018-07-15 08:00:00,18.4,Бисер
503472,2018-07-14 08:00:00,16.2,Бисер
503480,2018-07-13 08:00:00,15.5,Бисер
503488,2018-07-12 08:00:00,17.2,Бисер
503496,2018-07-11 08:00:00,15.9,Бисер
503504,2018-07-10 08:00:00,16.8,Бисер
503512,2018-07-09 08:00:00,15.7,Бисер
503520,2018-07-08 08:00:00,17.3,Бисер
503528,2018-07-07 08:00:00,16.9,Бисер
503536,2018-07-06 08:00:00,19.9,Бисер
503544,2018-07-05 08:00:00,17.1,Бисер
503552,2018-07-04 08:00:00,18.2,Бисер
503560,2018-07-03 08:00:00,10.4,Бисер
503568,2018-07-02 08:00:00,22.1,Бисер
503576,2018-07-01 08:00:00,18.5,Бисер
503584,2018-06-30 08:00:00,16.9,Бисер
503592,2018-06-29 08:00:00,17.7,Бисер
503600,2018-06-28 08:00:00,18.1,Бисер
503608,2018-06-27 08:00:00,21.9,Бисер
503616,2018-06-26 08:00:00,21.8,Бисер
503624,2018-06-25 08:00:00,21.1,Бисер
503632,2018-06-24 08:00:00,17.1,Бисер
503640,2018-06-23 08:00:00,15.8,Бисер
503648,2018-06-22 08:00:00,10.8,Бисер
503656,2018-06-21 08:00:00,9.2,Бисер
503664,2018-06-20 08:00:00,13.5,Бисер
503672,2018-06-19 08:00:00,12.8,Бисер
503680,2018-06-18 08:00:00,13.0,Бисер
503688,2018-06-17 08:00:00,7.4,Бисер
503696,2018-06-16 08:00:00,4.2,Бисер
503704,2018-06-15 08:00:00,5.5,Бисер
503712,2018-06-14 08:00:00,10.7,Бисер
503720,2018-06-13 08:00:00,8.4,Бисер
503728,2018-06-12 08:00:00,7.9,Бисер
503736,2018-06-11 08:00:00,5.0,Бисер
503744,2018-06-10 08:00:00,4.6,Бисер
503752,2018-06-09 08:00:00,6.1,Бисер
503760,2018-06-08 08:00:00,7.1,Бисер
503768,2018-06-07 08:00:00,10.8,Бисер
503776,2018-06-06 08:00:00,18.2,Бисер
503784,2018-06-05 08:00:00,11.0,Бисер
503792,2018-06-04 08:00:00,7.5,Бисер
503800,2018-06-03 08:00:00,3.7,Бисер
503808,2018-06-02 08:00:00,-1.2,Бисер
503816,2018-06-01 08:00:00,-1.2,Бисер
503824,2018-05-31 08:00:00,1.8,Бисер
503832,2018-05-30 08:00:00,3.2,Бисер
503840,2018-05-29 08:00:00,1.8,Бисер
503848,2018-05-28 08:00:00,4.6,Бисер
503856,2018-05-27 08:00:00,6.2,Бисер
503864,2018-05-26 08:00:00,1.5,Бисер
503872,2018-05-25 08:00:00,4.6,Бисер
503880,2018-05-24 08:00:00,15.9,Бисер
503888,2018-05-23 08:00:00,9.3,Бисер
503896,2018-05-22 08:00:00,7.6,Бисер
503904,2018-05-21 08:00:00,3.2,Бисер
503912,2018-05-20 08:00:00,14.0,Бисер
503920,2018-05-19 08:00:00,2.8,Бисер
503928,2018-05-18 08:00:00,7.1,Бисер
503936,2018-05-17 08:00:00,7.1,Бисер
503944,2018-05-16 08:00:00,0.7,Бисер
503952,2018-05-15 08:00:00,2.6,Бисер
503960,2018-05-14 08:00:00,7.1,Бисер
503968,2018-05-13 08:00:00,2.6,Бисер
503976,2018-05-12 08:00:00,4.3,Бисер
503984,2018-05-11 08:00:00,4.6,Бисер
503992,2018-05-10 08:00:00,-0.4,Бисер
504000,2018-05-09 08:00:00,3.5,Бисер
504008,2018-05-08 08:00:00,1.6,Бисер
504016,2018-05-07 08:00:00,2.4,Бисер
504024,2018-05-06 08:00:00,2.2,Бисер
504032,2018-05-05 08:00:00,-1.0,Бисер
504040,2018-05-04 08:00:00,0.2,Бисер
504048,2018-05-03 08:00:00,3.1,Бисер
504056,2018-05-02 08:00:00,0.9,Бисер
504064,2018-05-01 08:00:00,2.7,Бисер
504072,2018-04-30 08:00:00,-0.7,Бисер
504080,2018-04-29 08:00:00,2.3,Бисер
504088,2018-04-28 08:00:00,2.3,Бисер
504096,2018-04-27 08:00:00,4.3,Бисер
504104,2018-04-26 08:00:00,-1.3,Бисер
504112,2018-04-25 08:00:00,-2.0,Бисер
504120,2018-04-24 08:00:00,-0.9,Бисер
504128,2018-04-23 08:00:00,1.0,Бисер
504136,2018-04-22 08:00:00,-4.8,Бисер
504144,2018-04-21 08:00:00,-6.5,Бисер
504152,2018-04-20 08:00:00,0.3,Бисер
504160,2018-04-19 08:00:00,-1.9,Бисер
504168,2018-04-18 08:00:00,-5.2,Бисер
504176,2018-04-17 08:00:00,-5.3,Бисер
504184,2018-04-16 08:00:00,-4.8,Бисер
504192,2018-04-15 08:00:00,0.8,Бисер
504200,2018-04-14 08:00:00,-4.8,Бисер
504208,2018-04-13 08:00:00,-3.0,Бисер
504216,2018-04-12 08:00:00,-5.5,Бисер
504224,2018-04-11 08:00:00,-1.8,Бисер
504232,2018-04-10 08:00:00,-2.8,Бисер
504240,2018-04-09 08:00:00,-1.0,Бисер
504248,2018-04-08 08:00:00,-0.9,Бисер
504256,2018-04-07 08:00:00,-2.7,Бисер
504264,2018-04-06 08:00:00,-2.7,Бисер
504272,2018-04-05 08:00:00,0.9,Бисер
504280,2018-04-04 08:00:00,-2.6,Бисер
504288,2018-04-03 08:00:00,-4.0,Бисер
504296,2018-04-02 08:00:00,-6.8,Бисер
504304,2018-04-01 08:00:00,-11.6,Бисер
504312,2018-03-31 08:00:00,-7.7,Бисер
504320,2018-03-30 08:00:00,-15.0,Бисер
504328,2018-03-29 08:00:00,-19.1,Бисер
504336,2018-03-28 08:00:00,-13.1,Бисер
504344,2018-03-27 08:00:00,-9.6,Бисер
504352,2018-03-26 08:00:00,-8.6,Бисер
504360,2018-03-25 08:00:00,-10.2,Бисер
504368,2018-03-24 08:00:00,-14.4,Бисер
504376,2018-03-23 08:00:00,-18.7,Бисер
504384,2018-03-22 08:00:00,-8.7,Бисер
504392,2018-03-21 08:00:00,-12.8,Бисер
504400,2018-03-20 08:00:00,-14.9,Бисер
504408,2018-03-19 08:00:00,-21.3,Бисер
504416,2018-03-18 08:00:00,-18.6,Бисер
504424,2018-03-17 08:00:00,-4.8,Бисер
504432,2018-03-16 08:00:00,-7.4,Бисер
504440,2018-03-15 08:00:00,-11.0,Бисер
504448,2018-03-14 08:00:00,-11.8,Бисер
504456,2018-03-13 08:00:00,-17.2,Бисер
504464,2018-03-12 08:00:00,-17.6,Бисер
504472,2018-03-11 08:00:00,-23.2,Бисер
504480,2018-03-10 08:00:00,-19.6,Бисер
504488,2018-03-09 08:00:00,-17.8,Бисер
504496,2018-03-08 08:00:00,-15.0,Бисер
504504,2018-03-07 08:00:00,-20.5,Бисер
504512,2018-03-06 08:00:00,-5.9,Бисер
504520,2018-03-05 08:00:00,-10.4,Бисер
504528,2018-03-04 08:00:00,-16.4,Бисер
504536,2018-03-03 08:00:00,-12.6,Бисер
504544,2018-03-02 08:00:00,-16.0,Бисер
504552,2018-03-01 08:00:00,-17.4,Бисер
504560,2018-02-28 08:00:00,-22.5,Бисер
504568,2018-02-27 08:00:00,-26.0,Бисер
504576,2018-02-26 08:00:00,-25.7,Бисер
504584,2018-02-25 08:00:00,-30.0,Бисер
504592,2018-02-24 08:00:00,-26.0,Бисер
504600,2018-02-23 08:00:00,-22.1,Бисер
504608,2018-02-22 08:00:00,-14.6,Бисер
504616,2018-02-21 08:00:00,-13.9,Бисер
504624,2018-02-20 08:00:00,-10.4,Бисер
504632,2018-02-19 08:00:00,-11.8,Бисер
504640,2018-02-18 08:00:00,-10.2,Бисер
504648,2018-02-17 08:00:00,-14.1,Бисер
504656,2018-02-16 08:00:00,-11.0,Бисер
504664,2018-02-15 08:00:00,-9.5,Бисер
504672,2018-02-14 08:00:00,-19.9,Бисер
504680,2018-02-13 08:00:00,-16.7,Бисер
504688,2018-02-12 08:00:00,-15.3,Бисер
504696,2018-02-11 08:00:00,-14.4,Бисер
504704,2018-02-10 08:00:00,-19.5,Бисер
504712,2018-02-09 08:00:00,-15.3,Бисер
504720,2018-02-08 08:00:00,-13.0,Бисер
504728,2018-02-07 08:00:00,-6.5,Бисер
504736,2018-02-06 08:00:00,-7.2,Бисер
504744,2018-02-05 08:00:00,-6.8,Бисер
504752,2018-02-04 08:00:00,-9.1,Бисер
504760,2018-02-03 08:00:00,-12.3,Бисер
504768,2018-02-02 08:00:00,-17.7,Бисер
504776,2018-02-01 08:00:00,-18.0,Бисер
504784,2018-01-31 08:00:00,-17.0,Бисер
504792,2018-01-30 08:00:00,-17.6,Бисер
504800,2018-01-29 08:00:00,-14.1,Бисер
504808,2018-01-28 08:00:00,-14.2,Бисер
504816,2018-01-27 08:00:00,-15.3,Бисер
504824,2018-01-26 08:00:00,-13.3,Бисер
504832,2018-01-25 08:00:00,-23.2,Бисер
504840,2018-01-24 08:00:00,-20.6,Бисер
504848,2018-01-23 08:00:00,-20.7,Бисер
504856,2018-01-22 08:00:00,-23.2,Бисер
504864,2018-01-21 08:00:00,-20.8,Бисер
504872,2018-01-20 08:00:00,-21.8,Бисер
504880,2018-01-19 08:00:00,-20.0,Бисер
504888,2018-01-18 08:00:00,-14.9,Бисер
504896,2018-01-17 08:00:00,-18.5,Бисер
504904,2018-01-16 08:00:00,-10.2,Бисер
504912,2018-01-15 08:00:00,-10.1,Бисер
504920,2018-01-14 08:00:00,-21.8,Бисер
504928,2018-01-13 08:00:00,-30.4,Бисер
504936,2018-01-12 08:00:00,-25.6,Бисер
504944,2018-01-11 08:00:00,-15.9,Бисер
504952,2018-01-10 08:00:00,-10.2,Бисер
504960,2018-01-09 08:00:00,-10.3,Бисер
504968,2018-01-08 08:00:00,-9.0,Бисер
504976,2018-01-07 08:00:00,-12.6,Бисер
504984,2018-01-06 08:00:00,-13.8,Бисер
504992,2018-01-05 08:00:00,-4.3,Бисер
505000,2018-01-04 08:00:00,-6.8,Бисер
505008,2018-01-03 08:00:00,-10.6,Бисер
505016,2018-01-02 08:00:00,-11.0,Бисер
505024,2018-01-01 08:00:00,-10.0,Бисер
505032,2017-12-31 08:00:00,-4.5,Бисер
505040,2017-12-30 08:00:00,-9.9,Бисер
505048,2017-12-29 08:00:00,-3.1,Бисер
505056,2017-12-28 08:00:00,-12.0,Бисер
505064,2017-12-27 08:00:00,-17.5,Бисер
505072,2017-12-26 08:00:00,-14.5,Бисер
505080,2017-12-25 08:00:00,-10.4,Бисер
505088,2017-12-24 08:00:00,-12.5,Бисер
505096,2017-12-23 08:00:00,-9.0,Бисер
505104,2017-12-22 08:00:00,-10.2,Бисер
505112,2017-12-21 08:00:00,-11.6,Бисер
505120,2017-12-20 08:00:00,-13.2,Бисер
505128,2017-12-19 08:00:00,-13.1,Бисер
505136,2017-12-18 08:00:00,-11.5,Бисер
505144,2017-12-17 08:00:00,-11.3,Бисер
505152,2017-12-16 08:00:00,-9.3,Бисер
505160,2017-12-15 08:00:00,-4.1,Бисер
505168,2017-12-14 08:00:00,-7.5,Бисер
505176,2017-12-13 08:00:00,-10.9,Бисер
505184,2017-12-12 08:00:00,-20.2,Бисер
505192,2017-12-11 08:00:00,-18.1,Бисер
505200,2017-12-10 08:00:00,-12.7,Бисер
505208,2017-12-09 08:00:00,-8.4,Бисер
505216,2017-12-08 08:00:00,-7.7,Бисер
505224,2017-12-07 08:00:00,-5.9,Бисер
505232,2017-12-06 08:00:00,-6.3,Бисер
505240,2017-12-05 08:00:00,-5.1,Бисер
505248,2017-12-04 08:00:00,-6.1,Бисер
505256,2017-12-03 08:00:00,-6.4,Бисер
505264,2017-12-02 08:00:00,-10.5,Бисер
505272,2017-12-01 08:00:00,-11.3,Бисер
505280,2017-11-30 08:00:00,-6.6,Бисер
505288,2017-11-29 08:00:00,-6.5,Бисер
505296,2017-11-28 08:00:00,-6.0,Бисер
505304,2017-11-27 08:00:00,-12.3,Бисер
505312,2017-11-26 08:00:00,-10.4,Бисер
505320,2017-11-25 08:00:00,-12.3,Бисер
505328,2017-11-24 08:00:00,-3.9,Бисер
505336,2017-11-23 08:00:00,-5.8,Бисер
505344,2017-11-22 08:00:00,-6.9,Бисер
505352,2017-11-21 08:00:00,-0.5,Бисер
505360,2017-11-20 08:00:00,-3.2,Бисер
505368,2017-11-19 08:00:00,-2.2,Бисер
505376,2017-11-18 08:00:00,-5.8,Бисер
505384,2017-11-17 08:00:00,-4.6,Бисер
505392,2017-11-16 08:00:00,-4.3,Бисер
505400,2017-11-15 08:00:00,-0.5,Бисер
505408,2017-11-14 08:00:00,-7.4,Бисер
505416,2017-11-13 08:00:00,-5.5,Бисер
505424,2017-11-12 08:00:00,-6.1,Бисер
505432,2017-11-11 08:00:00,-5.0,Бисер
505440,2017-11-10 08:00:00,-4.4,Бисер
505448,2017-11-09 08:00:00,-2.9,Бисер
505456,2017-11-08 08:00:00,-2.2,Бисер
505464,2017-11-07 08:00:00,-1.1,Бисер
505472,2017-11-06 08:00:00,-3.3,Бисер
505480,2017-11-05 08:00:00,-4.8,Бисер
505488,2017-11-04 08:00:00,-3.6,Бисер
505496,2017-11-03 08:00:00,-3.8,Бисер
505504,2017-11-02 08:00:00,-1.7,Бисер
505512,2017-11-01 08:00:00,0.0,Бисер
505520,2017-10-31 08:00:00,1.2,Бисер
505528,2017-10-30 08:00:00,-0.2,Бисер
505536,2017-10-29 08:00:00,-7.9,Бисер
505544,2017-10-28 08:00:00,-6.9,Бисер
505552,2017-10-27 08:00:00,-6.9,Бисер
505560,2017-10-26 08:00:00,-5.1,Бисер
505568,2017-10-25 08:00:00,-4.4,Бисер
505576,2017-10-24 08:00:00,-5.8,Бисер
505584,2017-10-23 08:00:00,-5.2,Бисер
505592,2017-10-22 08:00:00,-4.9,Бисер
505600,2017-10-21 08:00:00,-4.8,Бисер
505608,2017-10-20 08:00:00,-0.6,Бисер
505616,2017-10-19 08:00:00,1.9,Бисер
505624,2017-10-18 08:00:00,3.9,Бисер
505632,2017-10-17 08:00:00,2.6,Бисер
505640,2017-10-16 08:00:00,3.1,Бисер
505648,2017-10-15 08:00:00,-2.8,Бисер
505656,2017-10-14 08:00:00,-1.8,Бисер
505664,2017-10-13 08:00:00,3.8,Бисер
505672,2017-10-12 08:00:00,0.2,Бисер
505680,2017-10-11 08:00:00,-0.2,Бисер
505688,2017-10-10 08:00:00,2.2,Бисер
505696,2017-10-09 08:00:00,5.7,Бисер
505704,2017-10-08 08:00:00,5.1,Бисер
505712,2017-10-07 08:00:00,5.6,Бисер
505720,2017-10-06 08:00:00,-2.3,Бисер
505728,2017-10-05 08:00:00,-6.3,Бисер
505736,2017-10-04 08:00:00,-2.0,Бисер
505744,2017-10-03 08:00:00,0.9,Бисер
505752,2017-10-02 08:00:00,-5.5,Бисер
505760,2017-10-01 08:00:00,-5.5,Бисер
505768,2017-09-30 08:00:00,1.5,Бисер
505776,2017-09-29 08:00:00,3.0,Бисер
505784,2017-09-28 08:00:00,-2.6,Бисер
505792,2017-09-27 08:00:00,0.1,Бисер
505800,2017-09-26 08:00:00,2.3,Бисер
505808,2017-09-25 08:00:00,1.6,Бисер
505816,2017-09-24 08:00:00,2.2,Бисер
505824,2017-09-23 08:00:00,-0.3,Бисер
505832,2017-09-22 08:00:00,2.5,Бисер
505840,2017-09-21 08:00:00,4.4,Бисер
505848,2017-09-20 08:00:00,10.1,Бисер
505856,2017-09-19 08:00:00,0.9,Бисер
505864,2017-09-18 08:00:00,3.9,Бисер
505872,2017-09-17 08:00:00,8.4,Бисер
505880,2017-09-16 08:00:00,10.1,Бисер
505888,2017-09-15 08:00:00,13.1,Бисер
505896,2017-09-14 08:00:00,8.9,Бисер
505904,2017-09-13 08:00:00,-1.4,Бисер
505912,2017-09-12 08:00:00,1.0,Бисер
505920,2017-09-11 08:00:00,1.2,Бисер
505928,2017-09-10 08:00:00,4.1,Бисер
505936,2017-09-09 08:00:00,4.4,Бисер
505944,2017-09-08 08:00:00,6.5,Бисер
505952,2017-09-07 08:00:00,2.3,Бисер
505960,2017-09-06 08:00:00,2.4,Бисер
505968,2017-09-05 08:00:00,5.8,Бисер
505976,2017-09-04 08:00:00,5.0,Бисер
505984,2017-09-03 08:00:00,12.4,Бисер
505992,2017-09-02 08:00:00,11.8,Бисер
506000,2017-09-01 08:00:00,9.8,Бисер
506008,2017-08-31 08:00:00,7.4,Бисер
506016,2017-08-30 08:00:00,9.4,Бисер
506024,2017-08-29 08:00:00,7.0,Бисер
506032,2017-08-28 08:00:00,10.6,Бисер
506040,2017-08-27 08:00:00,10.9,Бисер
506048,2017-08-26 08:00:00,15.0,Бисер
506056,2017-08-25 08:00:00,15.1,Бисер
506064,2017-08-24 08:00:00,17.4,Бисер
506072,2017-08-23 08:00:00,18.3,Бисер
506080,2017-08-22 08:00:00,16.1,Бисер
506088,2017-08-21 08:00:00,13.4,Бисер
506096,2017-08-20 08:00:00,12.3,Бисер
506104,2017-08-19 08:00:00,10.0,Бисер
506112,2017-08-18 08:00:00,9.2,Бисер
506120,2017-08-17 08:00:00,12.9,Бисер
506128,2017-08-16 08:00:00,13.8,Бисер
506136,2017-08-15 08:00:00,13.6,Бисер
506144,2017-08-14 08:00:00,9.6,Бисер
506152,2017-08-13 08:00:00,8.8,Бисер
506160,2017-08-12 08:00:00,11.4,Бисер
506168,2017-08-11 08:00:00,10.1,Бисер
506176,2017-08-10 08:00:00,9.4,Бисер
506184,2017-08-09 08:00:00,12.1,Бисер
506192,2017-08-08 08:00:00,13.5,Бисер
506200,2017-08-07 08:00:00,12.9,Бисер
506208,2017-08-06 08:00:00,13.5,Бисер
506216,2017-08-05 08:00:00,12.4,Бисер
506224,2017-08-04 08:00:00,14.7,Бисер
506232,2017-08-03 08:00:00,12.0,Бисер
506240,2017-08-02 08:00:00,16.5,Бисер
506248,2017-08-01 08:00:00,18.8,Бисер
506256,2017-07-31 08:00:00,16.8,Бисер
506264,2017-07-30 08:00:00,15.0,Бисер
506272,2017-07-29 08:00:00,16.2,Бисер
506280,2017-07-28 08:00:00,17.8,Бисер
506288,2017-07-27 08:00:00,13.1,Бисер
506296,2017-07-26 08:00:00,13.2,Бисер
506304,2017-07-25 08:00:00,11.6,Бисер
506312,2017-07-24 08:00:00,16.6,Бисер
506320,2017-07-23 08:00:00,11.8,Бисер
506328,2017-07-22 08:00:00,14.9,Бисер
506336,2017-07-21 08:00:00,19.2,Бисер
506344,2017-07-20 08:00:00,15.1,Бисер
506352,2017-07-19 08:00:00,18.2,Бисер
506360,2017-07-18 08:00:00,17.8,Бисер
506368,2017-07-17 08:00:00,15.4,Бисер
506376,2017-07-16 08:00:00,16.8,Бисер
506384,2017-07-15 08:00:00,16.7,Бисер
506392,2017-07-14 08:00:00,14.3,Бисер
506400,2017-07-13 08:00:00,16.2,Бисер
506408,2017-07-12 08:00:00,15.3,Бисер
506416,2017-07-11 08:00:00,13.8,Бисер
506424,2017-07-10 08:00:00,15.1,Бисер
506432,2017-07-09 08:00:00,11.4,Бисер
506440,2017-07-08 08:00:00,10.8,Бисер
506448,2017-07-07 08:00:00,8.7,Бисер
506456,2017-07-06 08:00:00,8.6,Бисер
506464,2017-07-05 08:00:00,12.0,Бисер
506472,2017-07-04 08:00:00,12.7,Бисер
506480,2017-07-03 08:00:00,15.0,Бисер
506488,2017-07-02 08:00:00,11.5,Бисер
506496,2017-07-01 08:00:00,12.8,Бисер
506504,2017-06-30 08:00:00,12.4,Бисер
506512,2017-06-29 08:00:00,10.8,Бисер
506520,2017-06-28 08:00:00,12.9,Бисер
506528,2017-06-27 08:00:00,11.9,Бисер
506536,2017-06-26 08:00:00,8.2,Бисер
506544,2017-06-25 08:00:00,9.7,Бисер
506552,2017-06-24 08:00:00,12.1,Бисер
506560,2017-06-23 08:00:00,11.6,Бисер
506568,2017-06-22 08:00:00,14.4,Бисер
506576,2017-06-21 08:00:00,13.6,Бисер
506584,2017-06-20 08:00:00,11.1,Бисер
506592,2017-06-19 08:00:00,12.5,Бисер
506600,2017-06-18 08:00:00,14.0,Бисер
506608,2017-06-17 08:00:00,15.4,Бисер
506616,2017-06-16 08:00:00,14.4,Бисер
506624,2017-06-15 08:00:00,14.8,Бисер
506632,2017-06-14 08:00:00,16.6,Бисер
506640,2017-06-13 08:00:00,10.3,Бисер
506648,2017-06-12 08:00:00,10.9,Бисер
506656,2017-06-11 08:00:00,8.5,Бисер
506664,2017-06-10 08:00:00,7.8,Бисер
506672,2017-06-09 08:00:00,12.4,Бисер
506680,2017-06-08 08:00:00,6.0,Бисер
506688,2017-06-07 08:00:00,5.3,Бисер
506696,2017-06-06 08:00:00,4.0,Бисер
506704,2017-06-05 08:00:00,4.1,Бисер
506712,2017-06-04 08:00:00,9.5,Бисер
506720,2017-06-03 08:00:00,12.8,Бисер
506728,2017-06-02 08:00:00,11.5,Бисер
506736,2017-06-01 08:00:00,6.0,Бисер
506744,2017-05-31 08:00:00,3.2,Бисер
506752,2017-05-30 08:00:00,3.6,Бисер
506760,2017-05-29 08:00:00,-0.1,Бисер
506768,2017-05-28 08:00:00,2.1,Бисер
506776,2017-05-27 08:00:00,13.5,Бисер
506784,2017-05-26 08:00:00,7.2,Бисер
506792,2017-05-25 08:00:00,2.0,Бисер
506800,2017-05-24 08:00:00,3.5,Бисер
506808,2017-05-23 08:00:00,2.2,Бисер
506816,2017-05-22 08:00:00,0.8,Бисер
506824,2017-05-21 08:00:00,13.2,Бисер
506832,2017-05-20 08:00:00,8.3,Бисер
506840,2017-05-19 08:00:00,8.3,Бисер
506848,2017-05-18 08:00:00,7.4,Бисер
506856,2017-05-17 08:00:00,3.0,Бисер
506864,2017-05-16 08:00:00,1.0,Бисер
506872,2017-05-15 08:00:00,-0.2,Бисер
506880,2017-05-14 08:00:00,-0.2,Бисер
506888,2017-05-13 08:00:00,1.7,Бисер
506896,2017-05-12 08:00:00,0.7,Бисер
506904,2017-05-11 08:00:00,3.1,Бисер
506912,2017-05-10 08:00:00,0.6,Бисер
506920,2017-05-09 08:00:00,-1.1,Бисер
506928,2017-05-08 08:00:00,-2.5,Бисер
506936,2017-05-07 08:00:00,-1.3,Бисер
506944,2017-05-06 08:00:00,-1.3,Бисер
506952,2017-05-05 08:00:00,-1.9,Бисер
506960,2017-05-04 08:00:00,1.9,Бисер
506968,2017-05-03 08:00:00,11.6,Бисер
506976,2017-05-02 08:00:00,9.4,Бисер
506984,2017-05-01 08:00:00,6.5,Бисер
506992,2017-04-30 08:00:00,3.6,Бисер
507000,2017-04-29 08:00:00,1.2,Бисер
507008,2017-04-28 08:00:00,7.5,Бисер
507016,2017-04-27 08:00:00,-1.2,Бисер
507024,2017-04-26 08:00:00,0.7,Бисер
507032,2017-04-25 08:00:00,5.1,Бисер
507040,2017-04-24 08:00:00,0.6,Бисер
507048,2017-04-23 08:00:00,-0.2,Бисер
507056,2017-04-22 08:00:00,-3.4,Бисер
507064,2017-04-21 08:00:00,-2.7,Бисер
507072,2017-04-20 08:00:00,-4.6,Бисер
507080,2017-04-19 08:00:00,-5.7,Бисер
507088,2017-04-18 08:00:00,1.7,Бисер
507096,2017-04-17 08:00:00,-4.3,Бисер
507104,2017-04-16 08:00:00,-1.9,Бисер
507112,2017-04-15 08:00:00,3.7,Бисер
507120,2017-04-14 08:00:00,-0.7,Бисер
507128,2017-04-13 08:00:00,3.6,Бисер
507136,2017-04-12 08:00:00,0.3,Бисер
507144,2017-04-11 08:00:00,0.1,Бисер
507152,2017-04-10 08:00:00,-2.6,Бисер
507160,2017-04-09 08:00:00,4.0,Бисер
507168,2017-04-08 08:00:00,0.7,Бисер
507176,2017-04-07 08:00:00,0.8,Бисер
507184,2017-04-06 08:00:00,-0.1,Бисер
507192,2017-04-05 08:00:00,-5.6,Бисер
507200,2017-04-04 08:00:00,-11.1,Бисер
507208,2017-04-03 08:00:00,-7.0,Бисер
507216,2017-04-02 08:00:00,-11.2,Бисер
507224,2017-04-01 08:00:00,-13.9,Бисер
507232,2017-03-31 08:00:00,-9.0,Бисер
507240,2017-03-30 08:00:00,-4.9,Бисер
507248,2017-03-29 08:00:00,-3.5,Бисер
507256,2017-03-28 08:00:00,-5.0,Бисер
507264,2017-03-27 08:00:00,-3.7,Бисер
507272,2017-03-26 08:00:00,-0.4,Бисер
507280,2017-03-25 08:00:00,-2.4,Бисер
507288,2017-03-24 08:00:00,-3.7,Бисер
507296,2017-03-23 08:00:00,-7.0,Бисер
507304,2017-03-22 08:00:00,-7.3,Бисер
507312,2017-03-21 08:00:00,-9.9,Бисер
507320,2017-03-20 08:00:00,-8.1,Бисер
507328,2017-03-19 08:00:00,-9.1,Бисер
507336,2017-03-18 08:00:00,-4.9,Бисер
507344,2017-03-17 08:00:00,-8.3,Бисер
507352,2017-03-16 08:00:00,-7.9,Бисер
507360,2017-03-15 08:00:00,-18.1,Бисер
507368,2017-03-14 08:00:00,-10.3,Бисер
507376,2017-03-13 08:00:00,-6.5,Бисер
507384,2017-03-12 08:00:00,-5.9,Бисер
507392,2017-03-11 08:00:00,-9.8,Бисер
507400,2017-03-10 08:00:00,-9.2,Бисер
507408,2017-03-09 08:00:00,-16.7,Бисер
507416,2017-03-08 08:00:00,-15.3,Бисер
507424,2017-03-07 08:00:00,-6.1,Бисер
507432,2017-03-06 08:00:00,-4.0,Бисер
507440,2017-03-05 08:00:00,-3.5,Бисер
507448,2017-03-04 08:00:00,-5.5,Бисер
507456,2017-03-03 08:00:00,-5.1,Бисер
507464,2017-03-02 08:00:00,-6.9,Бисер
507472,2017-03-01 08:00:00,-10.4,Бисер
507480,2017-02-28 08:00:00,-9.9,Бисер
507488,2017-02-27 08:00:00,-10.9,Бисер
507496,2017-02-26 08:00:00,-1.4,Бисер
